id,name,discount,city,address,category,subcategory,description,detail_url
16877,zip top,25,online,,צרכנות,"מתנות,יצירה וכלי בית",מגוון אריזות בריאות סיליקון לאחסון אוכל ziptop.co.il העיקרון החשוב ביו,https://be-plus.co.il/component/crm/product/16877
9504,ziva menachem,3,קרית אתא,העצמאות 85,אופנה,,"עיצוב שמלות ערב, וכלה בהתאמה אישית, דגמים קיימים במחירים נוחים מותאם ל",https://be-plus.co.il/component/crm/product/9504
19204,zoe- gifts,3,online,לקוח אונליין,צרכנות,מתנות,,https://be-plus.co.il/component/crm/product/19204
17801,zoom optic,10,ירושלים,גנרל קניג פייר 26,אופטיקה ומכשירי שמיעה,משקפיים ועדשות מגע,"חנות משקפי ראייה ומשקפי שמש, עדשות מגע, מקצועיים לעדשות קרטוקונוס",https://be-plus.co.il/component/crm/product/17801
19413,ĽE DRINK,3.5,רמת השרון,סוקולוב 80,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",גלידריות,"מגוון משקאות וקינוחים מיוחדים, שייקים, באבל תה וטפיוקה, פרוזן יוגורט,",https://be-plus.co.il/component/crm/product/19413
9090,א. מיזוג,4,נתיבות,בילו 17,לבית ולגן,,"מכירת מזגנים, התקנה ותיקון של כל המערכות, ניקוי עמוק, מילוי גז ושירות",https://be-plus.co.il/component/crm/product/9090
8864,א. עוקב,7,קרית גת,המסגר 3,לבית ולגן,,"קרמיקה, כלים סניטריים, אביזרי מטבח ברזים, טוחני אשפה, כיורי מטבח, מקלח",https://be-plus.co.il/component/crm/product/8864
5162,א. שטרית חומרי בניין,3,נתניה,הבונים 13 א.ת פולג,לבית ולגן,,"צבעים, כלי עבודה, ברזים, אינסטלציה, בגדי עבודה, רצועות לרכב ולתעשייה,",https://be-plus.co.il/component/crm/product/5162
7553,א.א אביזרי רכב חשמל ומיזוג,7,הוד השרון,"ששת הימים 52,",מוסכים ושירותי רכב,,"חשמל ומיזוג לכל סוגי הרכבים, מכונאות כללית לכל סוגי הרכבים, אביזרי רכב",https://be-plus.co.il/component/crm/product/7553
9012,א.א בית המפתח,3,משמר השבעה,הרכב 8,צרכנות,,"החברה מתמחה בשיחזור מפתחות לרכב במקרה של אובדן אמובלייזר], שכפול של כל",https://be-plus.co.il/component/crm/product/9012
16722,א.א לכלב,3,אשדוד,גיא אוני 1,צרכנות,מזון וציוד לבעלי חיים,ציוד ומזון לבעלי חיים,https://be-plus.co.il/component/crm/product/16722
8858,א.א פריישיק סחוט טבעי,5.5,חדרה,הנשיא 34,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"סנדוויצ'ים, פרי שייק, סחוט טבעי, קפה ושתיה קרה. כשר.",https://be-plus.co.il/component/crm/product/8858
9285,א.א צמיגים,4,קרית גת,משה ברזני 36,מוסכים ושירותי רכב,,"מכירת צמיגים, תיקון פנצ'רים, חילוצים 6\24, ג'אנטים, אביזרי רכב ופתרון",https://be-plus.co.il/component/crm/product/9285
8300,א.א רוני מוסך כללי,3,ראשון לציון,"האצ""ל 11, א.ת חדש",מוסכים ושירותי רכב,,"שירותי מכונאות, חשמל ומיזוג אוויר לרכב.",https://be-plus.co.il/component/crm/product/8300
5796,א.א שאקר,5,פתח תקוה,אמיל זולא 29,לבית ולגן,,"חומרי בנין, אספקת כל סוגי החומרים. אינסטלציה, חשמל, צבע ועוד",https://be-plus.co.il/component/crm/product/5796
6796,א.א. חומרי בניין,3,חולון,הנגר 4,לבית ולגן,,"מספקים ומשווקים כל מגוון רחב של מוצרים לבית ולגן - גבס, אינסטלציה, דשא",https://be-plus.co.il/component/crm/product/6796
12984,א.א. מיגון,3.5,רמת גן,קריניצי 9,לבית ולגן,,"מכירה ותיקון מנעולים, דלתות רב בריח, דלתות פנים, כספות ביתיות לפי דריש",https://be-plus.co.il/component/crm/product/12984
8316,א.ב תקשורת,3,תל אביב - יפו,מטלון 84,"אלקטרוניקה, תאורה ומוצרי חשמל",,"מכירה והתקנה של צלחות לווין בבית הלקוח. בנוסף, מכירה ומעבדה של מוצרי ח",https://be-plus.co.il/component/crm/product/8316
11916,א.ב.א חומרי בניין,3.5,חדרה,הרברט סמואל 45,לבית ולגן,,"חנות לחומרי בניין ואינסטלציה, כלי עבודה, ברזים, מקלחונים, מוצרי חשמל,",https://be-plus.co.il/component/crm/product/11916
8542,"א.ג פרפקט מבנים בע""מ",3.5,אריאל,יהודה 4,לבית ולגן,,דלתות פנים תוצרת איטליה- מבחר דגמים עמידים במים ועמידים ברעש [עד 32 דצ,https://be-plus.co.il/component/crm/product/8542
15687,"א.ד. משוטים בע""מ",3.5,תל אביב - יפו,גולדמן נחום 11,פנאי,- בריכות שחיה,"מועדון גלישה בחוף גורדון ת''א, המתמחה בגלשני גלים, סאפ, קיאק ,הדרכה, ג",https://be-plus.co.il/component/crm/product/15687
15348,"א.ד. שרותי רכב בע""מ",3.5,נתניה,השיש 26,מוסכים ושירותי רכב,מוסכים וחשמל רכב,"מוסך שירות לכל סוגי הרכבים, מכונאות, חשמל כללי, מיזוג אויר, דיאגנוסטיק",https://be-plus.co.il/component/crm/product/15348
7361,"א.ד.ר. אוורסט בע""מ",3.5,ראש העין,המרץ 13,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"אוכל מוכן ביתי לימי שישי וערבי חג, בשרים, תוספות, סלטים, כשרות מהודרת",https://be-plus.co.il/component/crm/product/7361
18610,א.חניה רואי חשבון,10,אשקלון,"אחימאיר אב""א 103","לימודים, חוגים וייעוץ",ייעוץ פיננסי,"רואי חשבון, החזרי מס, קיבוע זכויות, מיסוי פרישה ועוד",https://be-plus.co.il/component/crm/product/18610
16447,א.מ קוסמטיקס,3.5,חדרה,הנשיא ויצמן 25,כללי,,מרכז שיווק למספרות וליחידים,https://be-plus.co.il/component/crm/product/16447
11019,א.מ תכשיטים,5,אשדוד,השייטים 17,אופנה,,"מבחר של תכשיטי זהב ויהלומים, בקולקציה טבעות אירוסין, נישואין, צמידים,",https://be-plus.co.il/component/crm/product/11019
13911,א.מ. מרכז ההידראוליקה,5,רמלה,קלאוזנר 2,לבית ולגן,,"מכירת כל סוגי צנרת ההידראוליקה ואביזרים, תיקונים, השכרת כלים ומכירת כל",https://be-plus.co.il/component/crm/product/13911
16356,א.מ. נגררים,3.5,טייבה,מחמוד דרויש 24,מוסכים ושירותי רכב,מוסכים וחשמל רכב,"ייצור כל סוגי הנגררים, ווי גרירה עפ""י בקשת הלקוח, מסגרייה והתקנת ברזנט",https://be-plus.co.il/component/crm/product/16356
11503,א.נ.י.א פתרונות אנרגיה,3.5,online,"המיסדים 29, כפר אביב",לבית ולגן,,פתרונות קירור וחימום לבתים פרטיים ועסקיים.,https://be-plus.co.il/component/crm/product/11503
6899,א.ס. רסקו מטבחים,3,חולון,המלאכה 19,לבית ולגן,,"מטבחים ושיפוצים, מטבח 2 מ' עליון ו2 מ' תחתון.",https://be-plus.co.il/component/crm/product/6899
18740,א.פ רפואה אלטרנטיבית,5,ראשון לציון,ז'בוטינסקי 48,רפואה,רפואה משלימה,"רפואה אלטרנטיבית, דיקור סיני/יפני, עיסוי רפואי, כוסות רוח",https://be-plus.co.il/component/crm/product/18740
13988,א.ר. ניר רחובות,3.5,רחובות,"היצירה20, א.ת",מוסכים ושירותי רכב,,"מוסך מומחה לרכבי קיה, יונדאי, כל הטיפולים לרכב, מכונאות, חשמל, דיאגנוס",https://be-plus.co.il/component/crm/product/13988
13731,א.ר.מ שירותי רכב,3.5,חיפה,תל אביב 3,מוסכים ושירותי רכב,,שירותי מכונאות כללית עם חלקים מקוריים ופחחות.,https://be-plus.co.il/component/crm/product/13731
9384,א.ש דלתות ומנעולים,5,חולון,אפעל 37,לבית ולגן,,"התקנה, פריצה, החלפה ותיקונים לכל סוגי הדלתות והמנעולים.",https://be-plus.co.il/component/crm/product/9384
4877,א.ש מערכות אבטחה,3,חולון,המרכבה 4,"אלקטרוניקה, תאורה ומוצרי חשמל",,"אספקה והתקנה של מצלמות אבטחה במעגל סגור, שירות בפריסה ארצית, לועדי בתי",https://be-plus.co.il/component/crm/product/4877
7398,א.ש פרקטים ושטיחים,6,ראשון לציון,יהודה לייב 9,לבית ולגן,,"קיים משנת 76. שיווק והתקנות של פרקטים, שטיחים,פי וי סי טפטים, דשא סינט",https://be-plus.co.il/component/crm/product/7398
6182,א.ש.ח.ר אלקטרוניקה,5,טבריה,הגליל 16,"אלקטרוניקה, תאורה ומוצרי חשמל",,"שלטים לכל סוגי המכשירים, מצלמות במעגל סגור, סוללות, לוויינים",https://be-plus.co.il/component/crm/product/6182
13402,א.ת מיזוג אויר,4,ראשון לציון,קיבוץ גלויות 13,לבית ולגן,,"מיזוג אויר, כל סוגי התיקונים, תקלות, מכירה של סוגי המזגנים, טיפולים עו",https://be-plus.co.il/component/crm/product/13402
6865,א.ת שרות,6,מג'ד אל-כרום,כביש ראשי,צרכנות,,"מכירת מזגנים מהחברות המובילות בשוק, התקנה בבית הלקוח, שירות תיקונים, ח",https://be-plus.co.il/component/crm/product/6865
5534,אאוטסייד סוסייטי,12,תל אביב - יפו,ברזילי 2,אופנה,,בחנות הדגל של אאוטסייד סוסייטי תמצאו פרטי רוקנרול נדירים ואותנטיים יחד,https://be-plus.co.il/component/crm/product/5534
12485,אבא באגט,5,אילת,צין 3,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"מסעדה בשרית- שניצל, פרגיות על האש, חזה עוף, נקניקיות, מנת היום וצ'יפס.",https://be-plus.co.il/component/crm/product/12485
9944,אבא בונה,3,online,,לילד ולתינוק,,אבא בונה - מוצרי עץ ישראליים לעולם הפעוטות והילדים. אבא בונה היא נג,https://be-plus.co.il/component/crm/product/9944
18948,אבא ביאליק,5,רמת גן,ביאליק 77,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",אוכל מהיר,הסנדוייץ של ABBA מציג: חלות שניצל כריכים מושחתים פיצה קריספית מנות נלו,https://be-plus.co.il/component/crm/product/18948
17222,אבאלה,4.5,עפולה,ברזילאי יוסף 10,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",מסעדות טבעוניות צמחוניות,בר/מסעדה,https://be-plus.co.il/component/crm/product/17222
16448,אבו אמין חלפים,5,עספיא,עספיא 1,מוסכים ושירותי רכב,מוסכים וחשמל רכב,"מכירה של כל סוגי חלקי חילוף מקוריים לרכב, לכל סוגי הרכב הפרטי, שמנים,",https://be-plus.co.il/component/crm/product/16448
16473,אבו ג'אבר תיקים ומזוודות,3.5,נצרת,פאולוס השישי 6,צרכנות,ספרים וציוד משרדי,"מכירה של כל סוגי התיקים, מזוודות, ארנקים, תיקי צד לטיולים, מזוודות, תי",https://be-plus.co.il/component/crm/product/16473
19003,אבו חלווה - אטליז,3.5,תל אביב - יפו,יפת 142,"מזון, מינימרקטים וסופרמרקטים",קצביות,"כל סוגי ומוצרי הבשר והעופות, לרבות בשר טרי, עוף טרי, בשרים קפואים, עופ",https://be-plus.co.il/component/crm/product/19003
10233,אבו כנאפה,10,קדימה-צורן,דרך לב השרון 42,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"ממתקים, באקלאוות, מעמולים, כנאפה, חלוה ועוד. בעבודת יד.",https://be-plus.co.il/component/crm/product/10233
12740,אבוג'ון,4,לוד,כצנלסון 12,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"שווארמה, פלאפל, שניצל, חזה עוף וקבב. כשר .",https://be-plus.co.il/component/crm/product/12740
12351,אבולעפיה,3,תל אביב - יפו,מנחם בגין 132,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,הסניף התל אביבי של המאפייה המיתולוגית של יפו מאז 1879,https://be-plus.co.il/component/crm/product/12351
7217,"אבי איתור מיגון ושמע בע""מ",3,נתניה,הרכב 5,מוסכים ושירותי רכב,,"חשמל, מיגון ומיזוג אוויר לרכב.",https://be-plus.co.il/component/crm/product/7217
15972,אבי ברוך עיצוב שיער,3.5,מעלה אדומים,ככר יהלום 59,"טיפוח, קוסמטיקה ועיצוב שיער",מספרות ועיצוב שיער,החלקות צבעים גוונים תספורות גברים נשים וילדים,https://be-plus.co.il/component/crm/product/15972
5411,אבי ברנס בגדי עבודה,8,חולון,ההסתדרות 145,אופנה,,"בגדי עבודה, נעלי עבודה, חולצות פרסום למפעלים, וועדי עובדים.",https://be-plus.co.il/component/crm/product/5411
9749,אבי ואבירם פירות וירקות,2,ראשון לציון,"יהודה 2, שוק",אופנה,,"חנות שלנו אנו מתמחים באספקת פירות וירקות הטובים ביותר שקיימים בשוק, כד",https://be-plus.co.il/component/crm/product/9749
13983,אבי זוהר מתנות ויודאיקה,3,תל אביב - יפו,"הכרמל 58, שוק הכרמל",צרכנות,,"דברי יודאיקה ותשמישי קדושה, מזכרות, דברי תיירות, טקסטיל ומפות שולחן מה",https://be-plus.co.il/component/crm/product/13983
6174,אבי סטייל,4.5,online,"אצ""ל 10",אופנה,,בגדי גברים ונשים במחירים מעולים.,https://be-plus.co.il/component/crm/product/6174
9350,אבי סנטר טמבוריה וחומרי בניין,3,חיפה,כברי 2,לבית ולגן,,"כלים סניטריים, חומרי בניין, צבעים, כל סוגי הדבקים, חומרים שחורים (מלט,",https://be-plus.co.il/component/crm/product/9350
6128,אבי עיצוב שיער,3,ירושלים,שדרות משה דיין 150,"טיפוח, קוסמטיקה ועיצוב שיער",,"מספרה לנשים , גברים וילדים. מומחיות בצבעי שיער , החלקה ועוד.",https://be-plus.co.il/component/crm/product/6128
11968,אבי פחחות וצבע,3.5,חולון,הפלד 22,לבית ולגן,,"חידוש צבע לרכב, מוסך פחחות וצבע, תיקון תאונות צד ג' ועזרה בהשתתפות עצמ",https://be-plus.co.il/component/crm/product/11968
6324,אבי פירות וירקות,3,ראשון לציון,יהודה 2,אופנה,,פירות וירקות אבי מהשוק הותיק טרי ומעושר יום יום-כשר.,https://be-plus.co.il/component/crm/product/6324
11716,אביב ופרח,7,עכו,גיבורי סיני 22,לבית ולגן,,"חנות פרחים 15 שנים בתחום, ניתן למצוא מתנות לאירועים, עיצוב אירועים, קי",https://be-plus.co.il/component/crm/product/11716
6187,אביב מתנות,3.5,בת ים,בלפור 102,אופנה,,"כלי מטבח, מתנות, מכשירי חשמל, כלים חד פעמיים ועוד...",https://be-plus.co.il/component/crm/product/6187
7259,אביבה פרחים,5,חיפה,מוריה 110,צרכנות,,"זרי פרחים, סידורי פרחים, קישוטי רכב, זרי אבל, עציצים, צמחים, סחלבים.",https://be-plus.co.il/component/crm/product/7259
7218,אביבי עובדיה הסעות וטיולים,3,נתניה,דוד פנקס 45,אטרקציות ופנאי,,"חברה ותיקה המתמחה בהסעות תיירות פנים וחוץ, ליווי וייעוץ אישי בשלב התכנ",https://be-plus.co.il/component/crm/product/7218
12013,אביבית,3.5,בני ברק,רבי עקיבא 124,אופנה,,"חלוקים, שמלות למארחת, כותנות לילה, הלבשה אישית בגדים אקסלוסיבים, בגדי",https://be-plus.co.il/component/crm/product/12013
5368,אביבית קוסמטיקה,5,תל אביב - יפו,בן יהודה 94,"טיפוח, קוסמטיקה ועיצוב שיער",,"אביבית קוסמטיקה מציעה מגוון טיפולים: קוסמטיים, הסרות שיער, שעוות, איפו",https://be-plus.co.il/component/crm/product/5368
16175,אביגדור הדייג - רעננה,3.5,רעננה,עקיבא 62,"מזון, מינימרקטים וסופרמרקטים",מעדניות,"מבחר גדול של דגים טריים מכל העולם ללא פשרות, דגי ים , דגי בריכה, דגים",https://be-plus.co.il/component/crm/product/16175
6254,אבידור - מדרסים ונעלי נוחות,3,תל אביב - יפו,פנקס 60,אופנה,,"מדרסים בהתאמה אישית, נעלי נוחות ממגוון המותגים. רשימת סניפים: אב",https://be-plus.co.il/component/crm/product/6254
5777,אביזרי רכב אלעד,3.5,אלעד,"שמאי 1, מרכז יהלום",מוסכים ושירותי רכב,,"מערכות שמע, מצברים, ריפודים, מנורות, שמנים, תושבים, ועוד",https://be-plus.co.il/component/crm/product/5777
7390,אביזרי רכב אסלם,3.5,טירה,כביש ראשי בית הספר סוילח,מוסכים ושירותי רכב,,"כל אביזרי הרכב, מערכות שמע, ריפודים,מנורות, שטיפת רכבים ידנית, אביזרי",https://be-plus.co.il/component/crm/product/7390
16439,אביזרי רכב נואף,5,אום אל-פחם,שכ עין אלנבי 1,מוסכים ושירותי רכב,אביזרים וחלקי חילוף,,https://be-plus.co.il/component/crm/product/16439
12856,אביזרי רכב עאמר,3.5,באקה אל-גרביה,כביש ראשי,מוסכים ושירותי רכב,,"חנות לאביזרי רכב, התקנת מערכות סטריאו, אזעקות, די וי די, נעילה מרכזית,",https://be-plus.co.il/component/crm/product/12856
13280,אביזרי רכב רויאל,10.5,שפרעם,אל שוהדאא 19,מוסכים ושירותי רכב,,"כל סוגי האביזרי רכב, יוקרתיים גם לשטח. מערכות שמע, תוספות לרכבים יוקרת",https://be-plus.co.il/component/crm/product/13280
6440,אביזרים אחים חסקיה,6,טירה,,"טיפוח, קוסמטיקה ועיצוב שיער",,"אביזרי רכב- מערכות שמע לכל סוגי הרכבים, מגבים, שטחים, כיסוי הגה, כיסוי",https://be-plus.co.il/component/crm/product/6440
11109,אביזרים וחלפים לרכב n.l.b,3,רמת גן,ז'בוטינסקי 145,מוסכים ושירותי רכב,,"פנסים, מראות, חלקי פחחות, מצברים, מדחסים, רדיאטורים, שמנים, רמקולים וע",https://be-plus.co.il/component/crm/product/11109
4837,אביטל עיצוב שיער,7,ראשון לציון,רוטשילד 35,"טיפוח, קוסמטיקה ועיצוב שיער",,"מעצבת שיער 18 שנות ותק, תוספות שיער, החלקות, איפור ערב, תסרוקות, תספור",https://be-plus.co.il/component/crm/product/4837
13866,אבינדב כהן חומרי בניין,3.5,גדרה,ויצמן 5,לבית ולגן,,"טמבוריה, חומרי בניין, חשמל, אינסטלציה, כלים חשמליים, צבע, כלי עבודה, כ",https://be-plus.co.il/component/crm/product/13866
13422,אביקו - בשרים על האש,3.5,רמלה,הרצל 62,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"מסעדת בשרים על האש כשרה- שווארמה עגל, שווארמה הודו וכל סוגי הבשרים, כו",https://be-plus.co.il/component/crm/product/13422
8153,אביר אורטופדיה,3,חולון,ההסתדרות 110,צרכנות,,"מדרסים בהתאמה אישית, גרבי לחץ, חגורות גב, פתרון הלוקס ולגוס. טיפול חדש",https://be-plus.co.il/component/crm/product/8153
4673,אביר הצעצועים,3,חולון,דב הוז 30,אופנה,,"צעצועים מגדול ועד קטן, כלי כתיבה, תחפושות, מכוניות ממונעות, ועוד שלל ד",https://be-plus.co.il/component/crm/product/4673
11612,אבירם בגט,6,בנימינה-גבעת עדה,העצמאות 21,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"שניצל, פרגיות, מעורב, נקניקיות מרגז, שתיה קלה, ברד, תוספות אורז וצ'יפס",https://be-plus.co.il/component/crm/product/11612
7799,"אבירם פתרונות תחבורה בע""מ",3,הרצליה,רביבים 8,מוסכים ושירותי רכב,,החברה מספקת מעטפת כוללת של שירותי הסעה תוך שימת דגש על מתן שירות אישי,https://be-plus.co.il/component/crm/product/7799
16305,אביתר מנעולים,3.5,כפר ויתקין,כפר ויתקין 1,לבית ולגן,נותני שירותים לבית,"מנעולן, שכפול כל סוגי המפתחות והמנעולים לבית לעסק ולרכב, שיכפול שלטים,",https://be-plus.co.il/component/crm/product/16305
15910,אבן אלאמל,4.5,קלנסווה,קלנסווה 1,לבית ולגן,ריצוף וקרמיקה,"כל סוגי האבן והשיש, חיפויים בריקים , מדרכות ומדרגות, ריצופיים, ועוד.",https://be-plus.co.il/component/crm/product/15910
12864,אבן אם,5,באקה אל-גרביה,"כניסה מערבית, מחלף כביש 6",לבית ולגן,,"מכירת כל סוגי האבנים, אבני חיפוי, ריצוף מדרגות, פנלים, אבנים טבעיות וי",https://be-plus.co.il/component/crm/product/12864
5175,אבן גלריה,8.5,תל אביב - יפו,השומר 3,לבית ולגן,,גלריה לאומנות שימושית,https://be-plus.co.il/component/crm/product/5175
7003,אבן ושיש אחים נאסר,3.5,טירה,טארק עבדל חי כביש ראשי,לבית ולגן,,"יצור אבן ושיש לבתים, גדרות, אבן קיסר, שיש מדרגות, כיורים, ברזים ואמבטי",https://be-plus.co.il/component/crm/product/7003
14018,אבן ושיש סלקטד,3.5,נס ציונה,בן גוריון 4,לבית ולגן,,"ריצופים, שיש למדרגות, חיפויי אבן בעיבודים מיוחדים. שירות ,ייעוץ וליווי",https://be-plus.co.il/component/crm/product/14018
12672,אבן ספא,4,תל אביב - יפו,תל גיבורים 5,רפואה,רפואה משלימה,עיסויים וטיפוליים רפואיים משולבים.,https://be-plus.co.il/component/crm/product/12672
18260,אבן ספיר,3.5,חיפה,הרצל 42,אופנה,תכשיטים ושעונים,"חנות תכשיטים, אקססוריז, מתנות לאישה, זהב, יהלומים",https://be-plus.co.il/component/crm/product/18260
16275,אבני אהוה,5,קיסריה,כנרית 29,אופנה,תכשיטים ושעונים,"אבני אהוה- אנחנו אופק ודריה, נותנים במה למילים על אבני ירושלים כדי לעש",https://be-plus.co.il/component/crm/product/16275
7264,אבנים טובות,3,תל אביב - יפו,מסילת ישרים 8,צרכנות,,"ספרי רבי נחמן מברסלב, ספרי קודש, תשמישי קדושה, תפילין, מזוזות, בתי מזו",https://be-plus.co.il/component/crm/product/7264
15088,אבנר פירות וירקות תל מונד,2,תל מונד,הדקל 38,"מזון, מינימרקטים וסופרמרקטים",ירקות/ פירות,"פירות וירקות טריים, מוצרי מכולת מיוחדים, טריות, איכות ושפע",https://be-plus.co.il/component/crm/product/15088
13318,אגדה של קבב,3.5,תל אביב - יפו,חומה ומגדל 16,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,קבב טורקי אסלי. כשר - רבנות תל אביב.,https://be-plus.co.il/component/crm/product/13318
6230,אגדת הפרי,5,באר שבע,שדר יוהנה זבוטינס 24,אופנה,,"סלסלאות פירות מעוצבות, אקזוטיות ומרשימות לכל אירוע",https://be-plus.co.il/component/crm/product/6230
8582,אגו עיצובים בעץ,3,חולון,המשביר 5,לבית ולגן,,"מטבחים ורהיטים בהזמנה. כל ריהוט הבית, משרדים, חנויות ועבודה מול אדריכל",https://be-plus.co.il/component/crm/product/8582
6813,אגו רהיטים,3.5,חיפה,החלוץ 27,לבית ולגן,,ריהוט אשר חוסך שטח - מיטות מתקפלות לקיר. מזמינים אתכם להתרשם מהדוגמאות,https://be-plus.co.il/component/crm/product/6813
19634,אגואה לייף - סדנאות קרמיקה,3.5,להבות הבשן,להבות הבשן 1,פנאי,- פנאי,סדנאות קרמיקה חווייתיות לבניית כלים בעבודת יד.,https://be-plus.co.il/component/crm/product/19634
19622,אגוז המלך,3.5,חדרה,הרברט סמואל 89,"מזון, מינימרקטים וסופרמרקטים",ממתקים,"פיצוחים, קטניות, פירות יבשים, ממתקים, שוקולדים, מארזי שי, סלסלות לחגים",https://be-plus.co.il/component/crm/product/19622
12789,אגוז ותמר,5,אשקלון,הנשיא 3,צרכנות,,"חנות המתמחה בתבלינים, פיצוחים, פירות יבשים, פולי קפה, חליטות, חלבות וה",https://be-plus.co.il/component/crm/product/12789
5613,אגוזים בריאות מהטבע,3,ראשון לציון,חיים לנדאו 7,צרכנות,,"מוצרי בריאות- פירות יבשים, תבלינים, ממרחים מיוחדים, עוגות \עוגיות ללא",https://be-plus.co.il/component/crm/product/5613
12199,אגם אורטופדיה,7,אלעד,רבי יהודה הנשיא 94 קומת המותגים,צרכנות,,חנות אורטופדיה שמייצרת מדרסים בהתאמה אישית עם טכנאי מדופלם.,https://be-plus.co.il/component/crm/product/12199
18996,אגם החלומות,5,נווה זוהר,נווה זוהר ים המלח,תיירות ונופש,צימרים,אגם החלומות אגם החלומות – מול ים המלח מתחם בוטיק יוקרתי המותאם גם למגז,https://be-plus.co.il/component/crm/product/18996
12909,אגם היופי,4,ראשון לציון,שיאון 10,"טיפוח, קוסמטיקה ועיצוב שיער",,"מכון קוסמטיקה, עיצוב שיער, פדיקור, מניקור, הסרת שיער בלייזר, עיצוב גבו",https://be-plus.co.il/component/crm/product/12909
8709,אגם היופי טכנו קוסמטיק,5,חולון,המרכבה 40\38,"טיפוח, קוסמטיקה ועיצוב שיער",,"בניית ציפורניים, מניקור, פדיקור, לק ג'ל, טיפולי פנים, עיצוב שיער, הסרת",https://be-plus.co.il/component/crm/product/8709
10031,אגם מרקט,2,כרמיאל,מורד הגיא 105,צרכנות,,"מוצרי מכולת- מוצרי חלב, לחם, תבלינים, פיצוחים, מעדנים, ממתקים, אלכהול,",https://be-plus.co.il/component/crm/product/10031
8462,אגם ריהוט,3.5,אילת,"האורגים 4, א.ת",לבית ולגן,,"חדרי ארונות, מיטות, מזרונים, כורסאות tv וספות.",https://be-plus.co.il/component/crm/product/8462
9460,אגם שירותי חשמל,3.5,באר שבע,ארץ חמדה 13,"אלקטרוניקה, תאורה ומוצרי חשמל",,"קודנים ואינטרקום, מצלמות אבטחה, תשתיות תקשורת, עבודות חשמל , מערכות בק",https://be-plus.co.il/component/crm/product/9460
4414,אגמי אגם KIDS,6,בת ים,העצמאות 67,אופנה,,"בגדי ילדים, מצעים, הלבשה תחתונה לילדים, הנעלה לילדים.",https://be-plus.co.il/component/crm/product/4414
15749,אדוארד,3.5,אשקלון,זאבי רחבעם 4,"מזון, מינימרקטים וסופרמרקטים",מעדניות,"חנות דגים, מעדניה, סושי, דגים מעושנים, פיצה פפרוני, פירות ים, פסטות, ת",https://be-plus.co.il/component/crm/product/15749
11427,אדון ביליבאיט טוסט נקניק,3,תל אביב - יפו,בן יהודה 7,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,טוסט נקניק משובח.,https://be-plus.co.il/component/crm/product/11427
10171,אדון הבשר,3.5,מגדל העמק,שוק עירוני 3,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"מבחר בשרים על האש, פרגיות, קבב, חזה עוף, כבד, לבבות, נקניקיות מרגז, סט",https://be-plus.co.il/component/crm/product/10171
17026,אדון פופ,3.5,תל אביב - יפו,דיזנגוף 190,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",גלידריות,פופקורן במגוון טעמים.,https://be-plus.co.il/component/crm/product/17026
18842,אדון קקאו,3,אילת,השחם 241,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",קונדיטוריות ובתי מאפה,"אדון קקאו אילת הוא מותג שוקולד פרימיום, המשלב מפעל בוטיק, חנות תצוגה ו",https://be-plus.co.il/component/crm/product/18842
11634,אדונית התבלינים,2,רעננה,הנופר 2,צרכנות,,"פיצוחים, פירות יבשים, קפה טחון במקום, מוצרי בישול, מוצרי טבע ויין. סנ",https://be-plus.co.il/component/crm/product/11634
13413,אדור,3.5,אשדוד,הרב ינאי 7,אופנה,הלבשת גברים,"אופנת יוקרה לגבר ממיטב היצרנים.סניפים:יוסף סמילו 14, נתיבותקלישר 4, בנ",https://be-plus.co.il/component/crm/product/13413
16925,אדור ואימפרס,3.5,פתח תקווה,אודם 11,אופנה,הלבשת גברים,,https://be-plus.co.il/component/crm/product/16925
9991,אדי ספיר תכשיטים ויהלומים,3.5,אשדוד,"המסחר 8, איזור א מרכז מסחרי",אופנה,,"כל סוגי התכשיטים, תכשיטי זהב, יהלומים, זהב צהוב, לבן, אדום, עיצובים יי",https://be-plus.co.il/component/crm/product/9991
7721,אדי קוסמטיקס סיטונאות ויחידים,3,רמת גן,נגבה 27,"טיפוח, קוסמטיקה ועיצוב שיער",,מוצרי שיער מקצועיים בסיטונאות וליחידים.,https://be-plus.co.il/component/crm/product/7721
